name,description,price,introduction,item_spec
GOMGOM 鯷魚風味高湯塊,,"['NT$299~NT$420', 'NT$299', 'NT$420']","['● 簡單一粒 美味升級', '● 縮短烹飪時間 悠閒下廚', '● 高湯免熬煮 一粒就搞定', ' ', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_9aaca6e5-b3e6-40b8-828b-699ef4b30f59.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6148e075-299a-423d-9d53-dd19c99556a9.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_1f532f69-0eba-4fbb-b684-1938a183dc8e.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_22aa9e95-db7d-473e-93db-df209db940d0.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c3ee4671-d95f-4a45-a9aa-f9d09b39ae92.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6bc3893e-089e-4c99-8889-ed1e3686b5c0.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_3c281130-8b79-410e-a490-0b1465d20c80.jpeg']","['180g袋裝60粒', '105g袋裝35粒']"
JELISPOON 女童款字樣印花荷葉邊 短袖長版上衣,,"['NT$360~NT$400', 'NT$360', 'NT$400']","['Jelispoon T卹!', '這是一款圓形長T卹,袖子上有可愛的荷葉邊! 100%純棉材質,清新的色彩,舒適的貼合感讓你想每天穿著。', ' ', '韓國品牌JELISPOON', ' ', '✅100%純棉', '✅波浪層次不單調', '✅夏季必備上衣', '適合3-12歲女童👧👧', ' ', ' ']","['100', '110', '120', '130', '140', '150']"
卡通脖掛USB小風扇,,['NT$224'],"['電源管道：鋰電池', ' ', '規格：22.6*19.8*5.6mm', ' ', '噪音：36-45dB（含）', ' ', '適用面積：5', ' ', '風速檔比特：3檔', ' ', '操作管道：普通按鈕', ' ', '是否支持充電：支持', ' ', '包裝體積：23.5*20.4*6.2mm', ' ', '是否內寘電池：可拆換電池', ' ', '電機類型：有刷電機', ' ', '扇葉數量：無葉', ' ', '外殼工藝：電鍍，拉絲，噴塗（UV漆，橡膠漆，金屬漆，鋼琴烤漆，珠光粉）', ' ', '風扇分類：掛脖風扇', ' ', '產品淨重：233g', ' ', '附加功能：led數顯', ' ', '圖片僅供參考，具體請以實物為準', ' ', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_817c3dd1-b77a-4083-9701-d011d7ff9b5b.png', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6ded19f5-41ec-46d0-8ff3-68f321574e78.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_bc4c3296-6e90-4cb5-a07c-41d0ece8c0fc.png', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_9959f63e-ab1b-4841-b6f6-a2e9a43d0b8d.png', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_47f6377c-fa94-4384-b3ba-c177f9262f50.png', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_f926ba75-b4ec-48ec-a940-d1050630e402.png', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_ba6b2623-d146-4731-8f0a-50245bfd3e99.png']",[]
韓國 大象小魚乾(鯷魚)魚露,,['NT$128'],"['．規格：417ml (500克)', '．產地：韓國', '．保存：開封候需冷藏']",[]
韓國 韓式大象辣椒醬,,['NT$125'],"['▼ 色澤深紅的韓國經典辣椒醬，是韓式料理不可或缺的經典醬料，帶有鮮香夠味，辣度開胃不刺激，可應用在辣炒年糕、辣炒海鮮、韓式拌飯、燒肉佐醬等等，絕對是廚房必備清單。', ' ', '品名： 韓式大象辣椒醬 ', ' ', '規格： 500g/盒 ', ' ', '成分： 辣椒醬(辣椒粉、鹽、大蒜、洋蔥)、麥芽糖漿(玉米澱粉來源)、糙米、水、日晒鹽、食用酒精、辣椒醬用豆醬(大豆、鹽)、異麥芽寡糖、鹽、糯米粉、辣椒粉、酵母萃取粉、米麴菌 ', ' ', '特色：', ' ', '■ 韓國料理中最經典的調味醬料，兼具鮮、甜、辣三味一體的美味醬料。', ' ', '■ 拌飯、辣炒年糕、辣炒海鮮、生菜燒肉沾醬等等料理皆可應用，用途多元廣泛。 營養標示： 營養標示每一份量100公克', '  ', '保存期限： 18個月。(室內常溫保存，請勿放置陽光直射、高溫潮濕處，開封後請放入冰箱冷藏。) ', '原產地： 韓國 ', '料理應用： 辣炒海鮮、辣炒年糕、韓式拌飯、燒肉佐醬等等應用。 ']",[]
韓國 大象順昌黃豆醬,,['NT$125'],"['品名： 大象順昌黃豆醬 ', ' ', '規格： 500g/盒 ', ' ', '成分： 水、大豆、小麥粉(小麥)、精製鹽、發酵大豆泥(大豆泥、精製鹽)、韓式味噌(大豆、精製鹽)、食用酒精、韓式醬油(水、精製鹽、大豆、小麥、果糖、食用酒精)、發酵大豆粉、炒脫脂大豆粉、湯粉〔調味劑(L-麩酸鈉)〕、麥芽糊精、鹽、洋蔥粉〕、米麴菌 ', ' ', '特色： 最受歡迎的韓國家庭料理:「大醬湯」的靈魂醬料，由黃豆、小麥發酵製作而成，如同味噌般鹹鹹香香，非常適合用來煮湯、醃漬小菜。 營養標示： 營養標示每一份量50公克', ' ', '保存期限： 15個月。(室內常溫保存，請勿放置陽光直射、高溫潮濕處，開封後請放入冰箱冷藏。) ', ' ', '原產地： 韓國 ', ' ', '料理應用： 用法如同味噌，可以煮湯、醃漬小菜等等應用。', ' ', '保存期限： 15個月。(室內常溫保存，請勿放置陽光直射、高溫潮濕處，開封後請放入冰箱冷藏。) ', ' ', '原產地： 韓國 ', ' ', '料理應用： 用法如同味噌，可以煮湯、醃漬小菜等等應用。']",[]
韓國清淨園草本為海鹽(大蒜&洋蔥),,['NT$95'],"['■ 經過800度烘烤，鹹味適中。', '■ 加入乾燥大蒜和洋蔥，香氣濃郁，風味十足。', '■ 輕便包裝，攜帶方便，隨時隨地享受美味。', '■ 適用於燒烤、煎炒、醃漬等各種料理。', '■ 提味好幫手，輕鬆提升料理層次。', ' ', '鹽中加入大蒜、洋蔥和香草調味，鹹香美味，提味好幫手。經過800度高溫烘烤，鹹味適中，讓料理更加美味。無論是燒烤、煎炒或用於醃漬，都能輕鬆提升料理層次。輕便包裝，攜帶方便，讓您可以隨時隨地享受美味。', ' ', '<產品資訊皆由跨境廠商提供，產品資訊部分文字係由AI產出，翻譯內容僅供參考，相關說明應以實際產品標示資訊為準>']",[]
潮酷系列 無葉掛脖風扇,,['NT$380'],"['🌀 潮酷系列無葉掛脖風扇', ' ', 'ℹ️ 商品介紹：', '- 享受清涼夏日，這款無葉掛脖風扇具備低噪音和長續航，成為您戶外出行時的時尚裝備。', ' ', '✨ 商品特色：', '- 高轉速大風力，提供強效降溫效果。', '- 多檔調速隨心調，4檔風速可控。', '- 大容量電池，持久續航。', '- 低噪音設計，不打擾您的日常活動。', '- 精緻小巧，無感配戴，柔軟硅膠頸帶，配戴舒適無負擔。', '- 支持315度調節，雙擎驅動，旋轉風口設計。', '- 可掛脖、直立於桌面或掛於背包，使用靈活多變。', '- Type-C充電線，方便快速充電。', ' ', '⚠️ 注意事項：', '- 請勿將風扇浸入水中，保持乾燥。', '- 避免將頭髮捲入風扇。', '- 使用前請確認內置電池已充電。', ' ', '👶 適用年齡：', '- 適合所有年齡段。', ' ', '📏 產品尺寸：', '- 商品淨重：175g', '- 電池容量：1800mAh']",[]
NARD沐浴露 薰衣草麝香,,['NT$360'],"['BOUQUET GARNI NARD 沐浴乳 薰衣草麝香', ' ', '■ 使用天然界面活性劑', '■ 有效管理老廢角質', '■ 保濕、舒緩、鎮靜肌膚', '■ 添加喜馬拉雅山採摘的草本植物，溫和、不刺激', ' ', '規格：薰衣草麝香 1000ml', '產地： 韓國', ' ']",[]
韓妍第4代增量新升級韓方戰痘袪蟎皂-EXPRO版 110g,,['NT$89'],"['韓妍第4代增量新升級韓方戰痘袪蟎皂-EX PRO版110g】', ' ', '📣📣升級加量不加價!!🥳🥳', ' ', '成份更升級，增量110g更超值❗❗', '全新版本的戰痘袪蟎皂-EX PRO版', ' ', '闆闆們注意囉!!', '我們是最新生產的最新EX PRO版本!!', '請認明韓妍才是最正宗的🔥🔥', ' ', '📢📢近期有仿品在市面流通，目前韓國已全面更換包裝，並加上商品QRCODE於包裝上', '請大家認明🔹右上角的EXPRO字樣及🔹背面之QRCODE才是真正有品質保證的正版商品!!📢📢', ' ', '正宗韓方戰痘皂!!', '一推出第三代馬上再創百萬銷售~', ' ', '專業配方直接再升級~🥳🥳', ' ', '超強的去除99.9%毛囊蟲', '🎉🎉超重要唷~🎉🎉', '不光光是消除痘痘', '痘痘肌之後的修復也很重要唷😎~', ' ', '積雪草增量並含有10幾種韓方', '加強痘後肌膚修復!!😏', ' ', '😵你知道90%的人臉上都有毛囊蟲嗎？', '如果不是親自了解，打死我也不信我臉上竟會有這種噁心的東西', '而這種蟲在天氣變熱的時候就開始興風作浪，對皮膚造成嚴重感染', '蟎蟲屍體、分泌物和排泄物都是過敏原', '你的臉部就會開始出現紅斑、毛孔擴大，皮膚粗黑、不斷發炎冒痘！！', ' ', '而這種皮膚用的清潔產品，大家一定要特別看成分', '韓國這顆戰痘袪蟎皂是１００％純韓方提取的天然成份', '不會引起肌膚過敏或不適，能溫和地持久作用，帶來長效保護', '而且全身都可以用～～尤其後背、胸口會長痘痘的人更推薦試試看喔！！', ' ', '✔️加強痘後肌膚修復！', '✔️消除99%毛囊蟲，抗痘、抗粉刺！', '✔️保證100%純天然韓方', '✔️去除63%的老廢角質', '✔️全身皆可以使用，尤其後背、胸口會長痘痘的人']",[]
韓妍育髮密帖-洗髮乳250ml,,['NT$169'],"['【韓妍育髮密帖-洗髮乳250ml】', ' ', '成分添加再升級 效果更厲害唷👍👍', ' ', '1. 乳桿菌/大豆發酵粹取', '2. 白柳樹皮粹取', '3. 肉桂樹皮粹取', '4.粹取扁柏樹葉粹取', '5. 橙黃葉粹取', '6. 黃金提粹取', '7.:馬齒縣粹取', ' ', '항균, 항여드름, 피부진정, 보습 및 피지 조절 활성이 우수한 생약 혼합 추출물로 특허있고 콩발효, 흰버드나무, 육계나무, 편백잎, 오레가노잎, 황금, 쇠비름 컴플렉스입니다.', '抗菌、抗青春痘、鎮定肌膚、保溼及皮脂調節活性優秀的生藥混合提取物,具有專利性,是大豆發酵、白楊樹、肉桂樹、扁柏葉、橙葉、黃金、牛鱗複合物。', ' ', '頭髮是女人的第二張臉✌', '尤其是韓國古代宮廷的女人們', '為了能得到皇帝寵愛', ' ', '所以使用各種方法來維持美貌', '而擁有一頭美麗秀髮特別能展現出女性的柔美😉', ' ', '要是有掉髮的問題', '那就和被打入冷宮沒兩樣😱', ' ', '🎉🎉韓妍育髮密帖-洗髮🎉🎉', '是經過百年傳承下來的經驗', '終於研究出黃金比例的生髮配方💛✨', ' ', '再搭配現代的超音波萃取技術', '製作出來的防掉髮助生髮的洗髮乳😘', ' ', '百年生髮配方由十一種中藥材萃取', '以下是中藥材和功效🤓：', ' ', '🔹苦參－清熱利濕可治脂溢性脫髮', '🔹當歸－「腎之華在發，發為血之餘」養血、補腎、補氣', '🔹紫根－抗炎抗菌、細胞再生', '🔹何首烏－促進造血、增強免疫功能、抗衰老、降血脂', '🔹枸杞－改善頭皮的血液循環，防止頭皮乾燥', '🔹桑葉－預防脫髮，使頭髮烏黑、柔軟、光澤', '🔹白芷－激活毛囊、抗氧化', '🔹覆盆子－含有生物素能分解脂肪、蛋白質，供給健康給頭髮', '🔹綠茶－抗衰老、降血脂', '🔹松葉－含有葉綠素，維他命A、C、K，排除有害物質', '🔹辣椒－促進血液循環、增加排汗、幫助新陳代謝', ' ', '超音波萃取技術🔊', '改良傳統溶劑萃取的缺點', '減少處理時間和溶劑使用量', ' ', '並且主要在低溫下操作❄', '以減少溫度所造成的熱損失', '將藥材的精華完美精粹出來💎', ' ', '想擁有一頭美麗秀髮就從頭皮和毛囊的健康開始', '頭皮乾淨，毛囊健康，髮質也會隨之變得越來越好😍‼']",[]
韓國 SANG-A PROBIO 益生菌-綠（一盒30入）,,['NT$229'],"['【SANG-A PRO BIO一秒銷售一空!!韓國必買益生菌2gX30條】', ' ', '韓國國民必吃的益生菌~來啦!!', '各大網友推薦~咻一下立即瘦身', ' ', '你知道有些人為甚麼瘦不下來嗎?', '是因為人體有需多""肥胖菌""', '也就是人家說的喝水都會胖😱', ' ', '這款很適合不常運動卻想瘦的你🤗', '內含脯氨酸，這是構成膠原蛋白氨基酸的', '一種成分據說可以保護乳酸菌', '當脯氨酸和乳酸菌相遇時', '主要就是抑制肥胖細菌的繁殖!', '也可防止其它壞的細菌生長呦~', ' ', '有12種豐富的乳酸菌', '幫助你腸胃健康，增加免疫力', '喝起像是牛奶.奶油香氣~', '任不住在再吃一包', '但要注意!一天只能吃一包噢!!', ' ', '你可以加在優格或是配水直接食用增添食物風味', '是全家大小都可吃的健康保健食品噢!']",[]
韓國三麗鷗手拿化妝鏡,,['NT$128'],"['【韓國三麗鷗手拿化妝鏡子】', ' ', '😍😍超萌可愛三麗鷗~化妝鏡', '每款都是經典可愛角色', ' ', '💟手柄處印可愛角色', '長度適中好拿取', ' ', '💟四邊做了圓角處理', '使用更安全']",[]
Medi peel 美蒂菲積雪草舒緩精華面膜-綠,,['NT$16'],"['【Medi peel 美蒂菲積雪草舒緩精華面膜-綠 30ml】', ' ', '📣📣橫掃台韓強勢磅礡來襲', ' ', '韓國超熱銷話題面膜✨✨', '🌞🌞這個夏天你絕不能錯過的面膜', ' ', '👍👍韓國史上最強最夯的面膜', '網評六顆星推薦⭐⭐⭐⭐⭐⭐', ' ', '全首爾醫美最多客人瘋搶的好貨~!😍😍', '🥇🥇MEDIPEEL繼玫瑰膠原蛋白後最新系列！', ' ', '✅保濕 ✅鎮定 ✅彈潤！', ' ', '💕💕韓國最有效積雪草+B5泛醇配方', '每一片面膜裡有一整瓶精華量', ' ', '敏弱肌 油性肌 痘痘肌 缺水肌', '一片搞定所有肌膚問題‼‼', ' ', '使用說明：敷10-15分鐘']",[]
Ricocell會呼吸的每日防曬霜 70ml,,['NT$260'],"['【Ricocell會呼吸的每日防曬霜70ml-溫和】', ' ', '🌞🌞抗UV溫和防曬霜', ' ', '日常溫和(綠)', '兒童也可以適用💕💕', ' ', '抹上後，水潤不黏膩！', '可提亮肌膚✨', ' ', '📣📣迎接夏天!!終於可以到處去玩囉~', '想在外面盡情地玩耍😆😆', '但又怕曬成小黑炭嗎😎😎', ' ', '👆👆這時就必須要防曬霜擦起來~', '日常也不能放過👍👍', ' ', '整個夏天都要透透亮亮的~', ' ', '🔥綠色-日常款🔥', ' ', '添加多種可鎮靜肌膚的草本精華🌿', '防護因紫外線而敏感的肌膚~', '🍀薰衣草、檸檬香桃木葉、藥用鼠尾草葉，抗老化舒緩肌膚🌸', ' ', '3-4歲以上可使用', '產地：韓國製造']",[]
兔擠敷就好積雪草粉刺水 100ml,,['NT$320'],"['對於臉上惱人的黑頭粉刺', '很困擾嗎??尤其是鼻頭油質分泌茂盛', ' ', '快試試這款~積雪草粉刺水', '只要濕敷20分鐘⏰鼻頭粉刺👃', '通通徹底溶解🤩🤩🤩', ' ', '更添加了黃柏樹皮、香皂草提取物', '能夠填補毛孔，以及給皮膚一個', '更好的鎮定修復作用，清潔的同時保養皮膚', '洗完會變得白白嫩嫩喔！', ' ', '*韓國製造', ' ', '使用說明：', '1.洗完臉，在化妝棉上充分使用粉刺水', '浸溼後緊密貼合於肌膚，15~20分鐘後清除', '2.用安瓶及面霜等塗抹基礎保養即可', ' ', '📍敷完後可使用棉籤稍微搓揉更能測底清潔噢']",[]
Migabee逆齡美肌EGF胜肽精華液 100ml,,['NT$239'],"['🔥才使用幾天就超!有!感!', '高濃度EGF胜肽精華液~讓你逆齡美肌不是夢', 'MIGABEE專科大牌，專門解決肌膚問題✨', ' ', '✅三重胜肽', '✅大豆發酵提取物', '✅高濃度EGF', ' ', '小分子能⚡快速吸收到皮膚最深層', '使用後清爽不黏膩😎😎', ' ', '👀更針對肌膚老化跡象做強力呵護🥰', '賦活保護肌膚🌟延緩老化', '讓肌膚長效潤澤鎖水💦', '重返青春的美容聖品😍😍']",[]
碰碰狐鯊魚寶寶造型沐浴球,,"['NT$220', 'NT$390']","['【碰碰狐鯊魚寶寶 造型沐浴球,黃色,2 個】', '✨可愛碰碰狐及鯊魚寶寶陪伴小寶貝洗澡，讓寶貝的身體超級安靜', '✨使用搓澡球擠上沐浴乳更好起泡泡，才不會傷害寶貝嬌嫩的皮膚', '💗適合6個月以上的寶貝們💗', '✅ 可愛造型  ', '✅ 舒服材質  ', '✅ 好起泡', '✅KC安全認證', '🔅產品尺寸： 14 x 12 x 12 cm  ', '🔅適合年齡：建議36個月以上的小寶貝', '🔅重量：70g']",[]
baby shark鯊魚寶寶圖案兒童多功能水杯,,"['NT$198', 'NT$259']","['【鯊魚寶寶 圖案孩童多功能水杯,混色,3入】', '✨訓練小朋友盡早學習自主進食', '✅安全可靠多用途, 學習使用容易', '✅造型有趣,吸引寶寶主動學習使用', '‼️建議適合12個月以上\n- 尺寸:大約9*13*9 cm\n- 材質:AS\n- 韓國製造']",[]
Baby Shark 兒童馬桶坐墊,,['NT$520'],"['【鯊魚寶寶兒童馬桶坐墊,混色】', ' ', '✅流線造型、厚實的軟墊可保護幼兒的小屁股', ' ', '✅安全軟墊與底座裝卸容易，好清洗防水材質不易滑動', ' ', '✅使用把手輔助便座可使幼兒獲得喜悅的如廁經驗、養成良好的大小便習慣，寶寶愛用媽媽輕鬆。', ' ', '✅適合一般馬桶，只需放上兒童馬桶蓋，不需要換整座馬桶，安裝簡單、輕鬆DIY，享受優質的居家生活！', ' ', '✨清洗容易，用軟布擦拭即可。', ' ', '✨特殊把手設計好握操作方便，將便座置中放於馬桶蓋上 即可使用。']",[]
韓國🇰🇷 SAJO 太陽牌 Haepyo 冷壓芝麻香油,,"['NT$86~NT$333', 'NT$86', 'NT$333']","['🤩超級爆香', '韓國好多家庭除了煮麵的時候會用麻油外', '✨煮拌飯/炒粉絲/飯團/手卷時也會加', '基本上每個家庭都至少有一支菜式上也可以非常百搭', '✅100%純芝麻油', '✅不含任何添加和防腐劑', '✅芝麻油又香又純又濃', '✅家庭主婦必備', '✅非常百搭', '【商品特色】', '各種韓國小菜會拌麻油、紫菜包飯會有麻油，', '超好吃的韓國炒雜菜更是一定要用韓國麻油才能做出最道地的風味', '照顧全家人的健康，韓國市佔率第一 芝麻油😆😆😆', '香濃美味，家庭號滿足家人最營養的好物～', '拿來做台灣麻油雞也非常的好吃😋', '✨ 涼拌、爆香食材、油拌麵線直接淋餚⋯等多用途', '💫 100%嚴選優質芝麻壓榨而成', '🌟 無添加物 放心享用美味無負擔', '韓國熱銷芝麻油', '嚴選優質芝麻壓榨而成', '❇️100% 芝麻，不僅味道濃和香味極佳，而且僅選用上等芝麻，經過三次過濾，味道香純。', '❇️韓國原裝進口，淋上幾滴馬上變身韓國地道美味。', '❇️無任何添加物、拌飯、拌麵、涼拌、調味搭配不同的食物的調理。', '❇️提升風味及香氣，韓國人最愛用。', '❇️享用美味無負擔。']","['500ml', '320ml', '55ml']"
Sempio膳府芝麻香油 200ml,,['NT$220'],"['【Sempio 膳府芝麻香油,200ml, 2瓶】', ' ', '✨膳府醬汁是韓國歷史最悠久的品牌', ' ', '✅隔氧雙層容器設計', ' ', '✅防氧化低溫烘培萃取', ' ', '✅濃郁香氣十足瓶口設計好適量好取用', ' ', '✅方便、美味、好上手', ' ', ' ', '‼️開封前請置於陰涼處,避免日光直射,開封後請冷藏保存並儘快食用']",[]
